Source_Document,Topic_Label,Unstructured_Text_Content
DB하이텍_사업보고서_2020.txt,재무실적_전사,"2020년 DB하이텍은 8인치 파운드리 공급 부족 현상에 따른 가동률 호조로 연결 기준 매출액 9,359억 원, 영업이익 2,393억 원을 기록하며 사상 최대 실적을 달성했습니다."
DB하이텍_사업보고서_2020.txt,주요사업_및_가동률,주력 사업인 아날로그 및 전력반도체 위탁생산(Foundry) 부문에서 부천(FAB1)과 상우(FAB2) 공장 모두 풀가동 체제를 유지하며 안정적인 수익성을 확보했습니다.
DB하이텍_사업보고서_2020.txt,거시경제_리스크,"수출 비중이 높아 원/달러(USD) 환율 변동에 민감하며, 원화 가치 하락(환율 상승) 시 외화 자산 평가 및 매출 이익에 긍정적인 영향을 받는 수익 구조를 가지고 있습니다."
DB하이텍_사업보고서_2021.txt,재무실적_전사,"2021년 전력반도체와 센서 등 8인치 파운드리 수요 급증 및 판가 인상에 힘입어 연결 기준 매출액 1조 2,147억 원, 영업이익 3,991억 원을 기록, 창사 이래 최초로 매출 '1조 클럽'에 가입했습니다."
DB하이텍_사업보고서_2021.txt,성장동력_R&D,"고부가가치 특화 공정 개발에 집중하며, OLED 디스플레이 구동칩(DDI), 이미지센서(CIS), RF 반도체 등 포트폴리오를 다각화하기 위한 R&D 투자를 지속했습니다."
DB하이텍_사업보고서_2021.txt,거시경제_리스크,차입금 상환을 통해 재무 건전성을 대폭 개선하여 금리 인상에 따른 이자비용 증가 리스크를 최소화하고 안정적인 재무 구조를 구축했습니다.
DB하이텍_사업보고서_2022.txt,재무실적_전사,"2022년 자동차용 및 산업용 고부가가치 전력반도체 중심의 견조한 고객 수요를 바탕으로 연결 기준 매출액 1조 6,753억 원, 영업이익 7,687억 원(영업이익률 46%)을 기록하며 3년 연속 사상 최대 실적을 경신했습니다."
DB하이텍_사업보고서_2022.txt,주요사업_포트폴리오,"전력반도체(PMIC)를 중심으로 스마트폰, 가전, 자동차 등 다양한 산업 분야에 칩을 공급하며, 대외 경제 불확실성 속에서도 Niche(특화) 파운드리 글로벌 선두권 입지를 굳혔습니다."
DB하이텍_사업보고서_2022.txt,성장동력_R&D,기존 실리콘 기반 반도체를 넘어 차세대 화합물 전력반도체인 SiC(탄화규소) 및 GaN(질화갈륨) 공정 기술 확보를 위한 선행 연구개발에 본격 착수했습니다.
DB하이텍_사업보고서_2023.txt,재무실적_전사,"2023년 글로벌 경기 침체에 따른 IT 전방 산업의 수요 부진과 반도체 재고 조정 여파로 연결 기준 매출액 1조 1,578억 원, 영업이익 2,663억 원을 기록하며 실적이 둔화되었습니다."
DB하이텍_사업보고서_2023.txt,주요사업_물적분할,"순수 파운드리(위탁생산) 기업으로서의 정체성을 강화하고 사업 전문성을 높이기 위해, 2023년 5월 팹리스(설계/브랜드) 사업부를 '디비글로벌칩(DB Global Chip)'으로 물적분할하였습니다."
DB하이텍_사업보고서_2023.txt,거시경제_리스크,"반도체 다운사이클 속에서도 가동률 하락 방어를 위해 적극적인 수주 활동을 전개했으며, 글로벌 금리 인상 및 지정학적 리스크에 대응하는 유동성 관리에 집중했습니다."
DB하이텍_사업보고서_2024.txt,재무실적_전사,2024년 IT 기기 수요의 점진적 회복과 재고 소진에 따라 8인치 파운드리 가동률이 개선 추세를 보이며 실적 반등의 기틀을 마련했습니다.
DB하이텍_사업보고서_2024.txt,주요사업_및_수주,전력반도체 공정 기술력의 초격차를 유지하며 중국 팹리스 시장 및 글로벌 자동차 부품사를 대상으로 한 고부가가치 신규 수주를 집중적으로 확대하고 있습니다.
DB하이텍_사업보고서_2024.txt,성장동력_R&D,미래 전기차 및 고속 충전 시장을 겨냥한 SiC 및 GaN 차세대 전력반도체 공정 셋업에 박차를 가하며 글로벌 특화 파운드리 선도 기업으로서의 도약을 준비하고 있습니다.
